"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"259","Parker Washington (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Mike Strachan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"262","Tim Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"263","Simi Fehoko (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Jacob Harris (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"265","Austin Trammell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"266","Tre Nixon (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Marquise Goodwin (CLE)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"268","Eron Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"270","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"274","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"276","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"277","Lance Long (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Onrea Jones (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Taj Smith (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Julio Jones (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7%"
"283","Randall Cobb (NYJ)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.5%"
"284","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Willie Snead IV (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Trent Taylor (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"289","Tim Patrick (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"290","Cooper Kupp (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"291","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Keelan Cole Sr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"293","Isaiah McKenzie (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"294","David Moore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"295","Ray-Ray McCloud III (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.7%"
"296","Daurice Fountain (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"297","Equanimeous St. Brown (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"298","Russell Gage (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"299","Cedrick Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"300","DJ Chark Jr. (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.2%"
"301","Trent Sherfield (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"302","Keith Kirkwood (NO)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"303","Brandon Powell (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.1%"
"304","Byron Pringle (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"305","Tre'Quan Smith (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"306","Zach Pascal (ARI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"307","Greg Ward (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"308","Nelson Agholor (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.4%"
"309","DeVante Parker (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.1%"
"310","Jamison Crowder (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"311","Ty Montgomery II (NE)","2","3","9","4.5","11","0","0","1","7","0","0","1","0.0","0.0","0.2%"
"312","Chris Conley (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"313","Phillip Dorsett II (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"314","Demarcus Robinson (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"315","Chris Moore (TEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"316","Sterling Shepard (NYG)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"317","Laquon Treadwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","Jakeem Grant Sr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Robbie Chosen (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"320","Alex Erickson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"321","Damiere Byrd (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Jamal Agnew (JAC)","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.7%"
"323","Marvin Jones Jr. (FA)","2","6","8","4.0","5","0","0","0","0","0","1","1","-1.2","-1.2","1.2%"
""
""
