"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"258","Velus Jones Jr. (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"259","Tay Martin (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"260","Bo Melton (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"261","Justin Shorter (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"262","Danny Gray (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"263","Jalen Nailor (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"264","Parker Washington (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"265","David Bell (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"266","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"267","Mike Strachan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"268","Simi Fehoko (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"269","Jacob Harris (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"270","Austin Trammell (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"271","Tre Nixon (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"272","Eron Riley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"273","Demario Ballard (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"274","Patrick Edwards (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"275","Marvin Jones Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"276","Odell Beckham Jr. (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.0%"
"277","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"278","Mike Furrey (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"279","Maurice Purify (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"280","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"281","Marko Mitchell (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"282","Kenny McKinley (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"283","Lance Long (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"284","Bobby Wade (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"285","Chris Henry (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"286","Onrea Jones (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"287","Taj Smith (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"288","Julio Jones (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7%"
"289","Sam Giguere (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"290","Nate Hughes (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"291","Rod Harper (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"292","Willie Snead IV (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"293","Trent Taylor (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"294","Noah Brown (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"295","Tim Patrick (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"296","Cooper Kupp (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"297","Zay Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.3%"
"298","Josh Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","30.1%"
"299","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"300","Keelan Cole Sr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"301","David Moore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"302","Ray-Ray McCloud III (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.7%"
"303","Daurice Fountain (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"304","Equanimeous St. Brown (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"305","Richie James Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"306","Russell Gage (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"307","Tre'Quan Smith (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"308","Keith Kirkwood (NO)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"309","Byron Pringle (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"310","Cedrick Wilson Jr. (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"311","Zach Pascal (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"312","Greg Ward (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"313","Jamison Crowder (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"314","Ty Montgomery II (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"315","Phillip Dorsett II (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"316","Chris Conley (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"317","Damiere Byrd (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"318","Jakeem Grant Sr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"319","Demarcus Robinson (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"320","Sterling Shepard (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"321","Laquon Treadwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"322","Alex Erickson (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"323","Kadarius Toney (KC)","1","1","-1","-1.0","0","0","0","0","0","0","0","1","-0.1","-0.1","26.4%"
""
""
